step,task_name,script_start_time_utc,script_end_time_utc,script_duration_sec,status,return_code
task_run,aqi_trend_analysis,2025-12-16T04:29:45.434286+00:00,2025-12-16T04:29:46.285037+00:00,0.8507603000034578,success,0
