step,model,run_count,script_start_time_ist,script_end_time_ist,script_duration_sec,llm_start_time_ist,llm_end_time_ist,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,resource_generated_at,resource_last_checked,avg_cpu_1m,avg_mem_1m,avg_cpu_5m,avg_mem_5m
llm_call,meta-llama/llama-4-scout-17b-16e-instruct,1,2026-06-01T17:37:07.899657+05:30,2026-06-01T17:37:10.308382+05:30,2.408727599977283,2026-06-01T17:37:08.416112+05:30,2026-06-01T17:37:10.306121+05:30,1.8899968000187073,2249,409,2658,1189.9491046639546,216.4024827957125,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
llm_call,meta-llama/llama-4-scout-17b-16e-instruct,2,2026-06-01T17:37:23.386416+05:30,2026-06-01T17:37:25.712925+05:30,2.3265103999874555,2026-06-01T17:37:23.909678+05:30,2026-06-01T17:37:25.710308+05:30,1.8006179000076372,2586,471,3057,1436.1736601580112,261.576873137828,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
