step,script_start_time_utc,script_end_time_utc,script_duration_sec,llm_start_time_utc,llm_end_time_utc,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,model
llm_call,2025-12-15T06:34:52.159110+00:00,2025-12-15T06:38:02.914050+00:00,190.7549497,2025-12-15T06:34:52.160802+00:00,2025-12-15T06:38:02.904635+00:00,190.74381369998446,2786,1364,4150,14.605978280281322,7.150952754595737,qwen3:8b
