step,script_start_time_utc,script_end_time_utc,script_duration_sec,llm_start_time_utc,llm_end_time_utc,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,model
script,2025-12-14T13:19:10.308044+00:00,2025-12-14T13:20:54.500285+00:00,104.1924312999763,2025-12-14T13:19:10.329536+00:00,2025-12-14T13:20:54.492222+00:00,104.1626500999846,2566,606,3172,24.634549884598023,5.817824329721903,qwen3:8b
llm_call,2025-12-14T13:19:10.308044+00:00,2025-12-14T13:20:54.500285+00:00,104.1924312999763,2025-12-14T13:19:10.329536+00:00,2025-12-14T13:20:54.492222+00:00,104.1626500999846,2566,606,3172,24.634549884598023,5.817824329721903,qwen3:8b
script,2025-12-14T13:23:29.281278+00:00,2025-12-14T13:25:48.262004+00:00,138.9807191999862,2025-12-14T13:23:29.282724+00:00,2025-12-14T13:25:48.252007+00:00,138.96926209999947,2840,1132,3972,20.436173849411343,8.145686196314662,qwen3:8b
llm_call,2025-12-14T13:23:29.281278+00:00,2025-12-14T13:25:48.262004+00:00,138.9807191999862,2025-12-14T13:23:29.282724+00:00,2025-12-14T13:25:48.252007+00:00,138.96926209999947,2840,1132,3972,20.436173849411343,8.145686196314662,qwen3:8b
script,2025-12-14T13:27:26.496213+00:00,2025-12-14T13:30:21.987673+00:00,175.49144799998612,2025-12-14T13:27:26.498799+00:00,2025-12-14T13:30:21.979691+00:00,175.48087349999696,3067,1524,4591,17.477688245038586,8.684707168385655,qwen3:8b
llm_call,2025-12-14T13:27:26.496213+00:00,2025-12-14T13:30:21.987673+00:00,175.49144799998612,2025-12-14T13:27:26.498799+00:00,2025-12-14T13:30:21.979691+00:00,175.48087349999696,3067,1524,4591,17.477688245038586,8.684707168385655,qwen3:8b
