timestamp_ist,step,event_type,run_count,task_name,model_name,cpu_percent,memory_percent,bytes_sent,bytes_recv,packets_sent,packets_recv,cpu_temperature_celsius
2026-05-28T12:08:45.094348+05:30,step2_code_generator,start,1,,llama-3.3-70b-versatile,1.9,42.8,593116054,2010544756,1103674,1829224,
2026-05-28T12:08:58.729903+05:30,step2_code_generator,end,1,,llama-3.3-70b-versatile,8.6,43.1,593181508,2010615969,1103803,1829562,
