step,model,run_count,script_start_time_ist,script_end_time_ist,script_duration_sec,llm_start_time_ist,llm_end_time_ist,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,resource_generated_at,resource_last_checked,avg_cpu_1m,avg_mem_1m,avg_cpu_5m,avg_mem_5m
llm_call,llama-3.1-8b-instant,1,2026-05-28T12:12:58.922942+05:30,2026-05-28T12:13:01.206480+05:30,2.283533699985128,2026-05-28T12:12:59.448286+05:30,2026-05-28T12:13:01.202512+05:30,1.754180499992799,1497,201,1698,853.3899447668841,114.58341943763776,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
llm_call,llama-3.1-8b-instant,2,2026-05-28T12:16:04.148550+05:30,2026-05-28T12:16:19.370882+05:30,15.222327800001949,2026-05-28T12:16:04.677399+05:30,2026-05-28T12:16:19.367391+05:30,14.6899667000107,1738,199,1937,118.31204491421578,13.546661069003992,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
