step,model,run_count,script_start_time_ist,script_end_time_ist,script_duration_sec,llm_start_time_ist,llm_end_time_ist,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,resource_generated_at,resource_last_checked,avg_cpu_1m,avg_mem_1m,avg_cpu_5m,avg_mem_5m
llm_call,llama-3.3-70b-versatile,1,2026-05-28T12:08:41.762278+05:30,2026-05-28T12:08:43.821573+05:30,2.059294700011378,2026-05-28T12:08:42.286711+05:30,2026-05-28T12:08:43.820071+05:30,1.5333431999897584,1279,301,1580,834.125067374703,196.3030846597229,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
