timestamp_ist,step,event_type,run_count,task_name,model_name,cpu_percent,memory_percent,bytes_sent,bytes_recv,packets_sent,packets_recv,cpu_temperature_celsius
2026-05-28T14:01:25.781623+05:30,step3_validator,start,,,meta-llama/llama-4-scout-17b-16e-instruct,10.1,42.4,855483214,2418528564,1486100,2337301,
2026-05-28T14:01:26.288385+05:30,step3_validator,end,,,meta-llama/llama-4-scout-17b-16e-instruct,5.3,42.2,855483214,2418528850,1486100,2337303,
