timestamp_ist,step,event_type,run_count,task_name,model_name,cpu_percent,memory_percent,bytes_sent,bytes_recv,packets_sent,packets_recv,cpu_temperature_celsius
2026-07-30T13:41:14.459303+05:30,step2_code_generator,start,1,,anthropic/claude-3-haiku,6.0,50.9,14135269,134606505,39103,139026,
2026-07-30T13:41:29.045534+05:30,step2_code_generator,end,1,,anthropic/claude-3-haiku,13.2,50.8,14307740,134747519,39554,139762,
