step,model,run_count,script_start_time_ist,script_end_time_ist,script_duration_sec,llm_start_time_ist,llm_end_time_ist,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,resource_generated_at,resource_last_checked,avg_cpu_1m,avg_mem_1m,avg_cpu_5m,avg_mem_5m
llm_call,meta-llama/llama-4-scout-17b-16e-instruct,1,2026-06-01T15:59:33.296201+05:30,2026-06-01T15:59:35.789882+05:30,2.4936864000046626,2026-06-01T15:59:33.822164+05:30,2026-06-01T15:59:35.786791+05:30,1.9645994000020437,2650,496,3146,1348.875501029494,252.46877302287888,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
llm_call,meta-llama/llama-4-scout-17b-16e-instruct,2,2026-06-01T15:59:51.388236+05:30,2026-06-01T15:59:53.383935+05:30,1.9956996999972034,2026-06-01T15:59:51.914858+05:30,2026-06-01T15:59:53.381681+05:30,1.4668051000044215,2953,388,3341,2013.219070475756,264.5204874177424,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
