step,model,run_count,script_start_time_ist,script_end_time_ist,script_duration_sec,llm_start_time_ist,llm_end_time_ist,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,resource_generated_at,resource_last_checked,avg_cpu_1m,avg_mem_1m,avg_cpu_5m,avg_mem_5m
llm_call,llama-3.3-70b-versatile,1,2026-05-28T11:37:33.533876+05:30,2026-05-28T11:37:35.777164+05:30,2.243286100012483,2026-05-28T11:37:34.054748+05:30,2026-05-28T11:37:35.775358+05:30,1.720596500003012,1718,309,2027,998.4909303238688,179.58888094882158,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
llm_call,llama-3.3-70b-versatile,2,2026-05-28T11:39:21.309772+05:30,2026-05-28T11:39:24.887878+05:30,3.578096099983668,2026-05-28T11:39:21.833168+05:30,2026-05-28T11:39:24.886140+05:30,3.0529608000069857,1968,709,2677,644.6201340009006,232.2335746984952,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
