time_offset_sec,cpu_percent,memory_rss_mb
0.0,77.8,40.57
0.1,73.2,45.93
0.2,88.4,49.97
0.3,88.5,53.2
0.4,103.4,57.91
0.5,103.0,62.21
0.6,73.3,62.71
0.7,0.0,62.74
0.8,0.0,62.74
0.9,13.7,62.74
1.0,0.0,62.74
1.1,67.6,66.49
1.2,103.3,71.3
1.3,88.8,77.28
1.4,59.0,83.21
1.5,29.6,83.52
1.6,0.0,84.46
1.7,14.1,84.46
1.8,13.7,84.46
1.9,13.9,84.46
2.0,13.6,84.46
2.1,0.0,84.46
2.2,0.0,84.46
2.3,0.0,84.46
2.4,14.8,84.46
2.5,0.0,84.46
2.6,13.7,84.46
2.7,13.8,84.46
2.8,25.5,84.46
2.9,14.7,84.46
3.0,13.6,84.46
3.1,25.1,84.52
3.2,25.1,84.52
3.3,13.3,84.52
3.4,13.5,84.52
3.5,25.9,84.52
3.6,13.6,84.52
3.7,13.2,84.52
3.8,0.0,84.52
3.9,13.0,84.52
4.0,14.0,84.52
4.1,13.1,84.52
4.2,14.0,84.52
4.3,13.7,84.52
4.4,0.0,84.52
4.5,13.3,84.52
4.6,13.6,84.52
4.7,13.8,84.52
4.8,13.2,84.52
4.9,0.0,84.52
5.0,13.0,84.52
5.1,13.8,84.52
5.2,13.4,84.52
5.3,13.5,84.52
5.4,13.2,84.52
5.5,26.2,84.52
5.6,13.8,84.52
5.7,14.3,84.52
5.8,13.5,84.52
5.9,12.9,84.52
6.0,13.4,84.52
6.1,13.8,84.52
6.2,14.0,84.52
6.3,13.5,84.52
6.4,13.0,84.52
6.5,13.5,84.52
6.6,13.1,84.52
6.7,26.0,84.52
6.8,13.5,84.52
6.9,0.0,84.52
7.0,0.0,84.52
7.1,13.1,84.52
7.2,14.0,84.52
7.3,14.0,84.52
7.4,13.5,84.52
7.5,13.1,84.52
7.6,13.3,84.52
7.7,0.0,84.52
7.8,26.3,84.52
7.9,13.8,84.52
8.0,26.0,84.52
8.1,12.8,84.52
8.2,27.0,84.72
8.3,13.8,84.74
8.4,26.1,84.74
8.5,13.7,84.74
8.6,52.0,84.9
8.7,109.8,85.04
8.8,123.2,85.16
8.9,123.6,85.29
9.0,64.0,85.5
9.1,13.3,85.51
9.2,13.7,85.51
9.3,13.1,85.51
9.4,11.9,85.62
9.5,27.2,86.54
9.6,0.0,86.55
9.7,13.2,86.55
9.8,13.4,86.55
9.9,12.7,86.55
10.0,13.8,86.55
10.1,13.1,86.55
10.2,13.7,86.55
10.3,13.0,86.55
10.4,0.0,86.55
10.5,13.4,86.55
10.6,13.8,86.55
10.7,13.7,86.55
10.8,14.2,86.56
10.9,13.5,86.56
11.0,13.5,86.57
11.1,13.8,86.57
11.2,13.4,86.57
11.3,25.7,86.62
11.4,13.6,86.62
11.5,13.5,86.63
11.6,13.5,86.63
11.7,25.0,86.63
11.8,13.5,86.63
11.9,13.3,86.63
12.0,13.4,86.63
12.1,12.9,86.63
12.2,13.2,86.63
12.3,25.0,86.63
12.4,13.5,86.63
12.5,26.1,86.63
12.6,12.7,86.63
12.7,0.0,86.63
12.8,12.9,86.63
12.9,26.6,86.63
13.0,13.7,86.63
13.1,25.6,86.63
13.2,12.9,86.63
13.3,13.8,86.63
13.4,13.1,86.69
13.5,0.0,86.69
13.6,13.0,86.69
13.7,13.4,86.69
13.8,12.9,86.69
13.9,13.4,86.69
14.0,13.8,86.69
14.1,13.0,86.69
14.2,14.2,86.69
14.3,14.4,86.69
14.4,14.3,86.69
14.5,14.7,86.69
14.6,0.0,86.69
14.7,13.6,86.69
14.8,14.8,86.69
14.9,14.3,86.69
15.0,13.2,86.69
15.1,0.0,86.69
15.2,0.0,86.69
15.3,13.7,86.69
15.4,13.2,86.69
15.5,0.0,86.69
15.6,13.3,86.69
15.7,13.4,86.69
15.8,13.1,86.69
15.9,13.5,86.69
16.0,14.3,86.69
16.1,13.1,86.69
16.2,0.0,86.69
16.3,26.6,86.69
16.4,13.9,86.79
16.5,13.4,86.79
16.6,13.3,86.79
16.7,13.2,86.79
16.8,13.8,86.79
16.9,13.3,86.79
17.0,0.0,86.79
17.1,14.3,86.79
17.2,14.3,86.79
17.3,14.0,86.79
17.4,13.4,86.79
17.5,0.0,86.79
17.6,14.2,86.79
17.7,13.8,86.79
17.8,0.0,86.79
17.9,0.0,86.87
18.0,0.0,86.88
18.1,0.0,86.88
18.2,13.9,86.88
18.3,14.2,86.88
18.4,14.3,86.88
18.5,13.9,86.88
18.6,13.8,86.88
18.7,0.0,86.88
18.8,0.0,86.88
18.9,0.0,86.88
19.0,14.2,86.88
19.1,14.0,86.89
19.2,13.9,86.89
19.3,13.8,86.89
19.4,0.0,86.89
19.5,13.0,86.91
19.6,14.1,86.91
19.7,13.9,86.91
19.8,0.0,86.91
19.9,13.4,86.91
20.0,13.7,87.01
