step,model,run_count,script_start_time_ist,script_end_time_ist,script_duration_sec,llm_start_time_ist,llm_end_time_ist,llm_duration_sec,prompt_tokens,completion_tokens,total_tokens,prompt_tokens_per_sec,completion_tokens_per_sec,resource_generated_at,resource_last_checked,avg_cpu_1m,avg_mem_1m,avg_cpu_5m,avg_mem_5m
llm_call,qwen2.5-coder:7b-instruct-q8_0,1,2026-06-10T15:35:46.321982+05:30,2026-06-10T15:37:20.580125+05:30,94.25814360000004,2026-06-10T15:35:46.841958+05:30,2026-06-10T15:37:20.578106+05:30,93.73613590000014,3747,193,3940,39.97391149126721,2.058971155007892,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
llm_call,qwen2.5-coder:7b-instruct-q8_0,2,2026-06-10T15:52:53.455989+05:30,2026-06-10T15:54:08.801378+05:30,75.34539820000009,2026-06-10T15:52:53.967898+05:30,2026-06-10T15:54:08.797828+05:30,74.82991889999994,3747,193,3940,50.073554202395414,2.5791822687649626,2025-11-17T14:47:59.982391,2025-11-17T14:47:59.982398,0.0,3.1,0.0,3.1
