timestamp_ist,step,event_type,run_count,task_name,model_name,cpu_percent,memory_percent,bytes_sent,bytes_recv,packets_sent,packets_recv,cpu_temperature_celsius
2026-07-30T16:48:32.647493+05:30,step4_scheduler,start,1,,granite4.1:8b,10.3,53.9,69495263,34713594,77841,128358,
2026-07-30T16:48:33.323784+05:30,step4_scheduler,end,1,,granite4.1:8b,20.0,54.0,69507336,34721015,77854,128377,
