step,model,run_count,task_name,script_start_time_ist,script_end_time_ist,script_duration_sec,status,return_code
task_run,granite4.1:8b,1,Environmental Stress Index Calculation,2026-07-30T11:18:33.167714+00:00,2026-07-30T11:18:33.242229+00:00,0.0745158000063384,success,0
task_run,granite4.1:8b,1,Pest Pressure Early Warning,2026-07-30T11:18:33.243620+00:00,2026-07-30T11:18:33.321127+00:00,0.07751100001041777,success,0
