timestamp_ist,step,event_type,run_count,task_name,model_name,cpu_percent,memory_percent,bytes_sent,bytes_recv,packets_sent,packets_recv,cpu_temperature_celsius
2026-07-30T17:30:49.032400+05:30,step1_task_generator,start,1,,granite4.1:8b,8.0,53.3,14374470,244038231,55455,256964,
2026-07-30T17:31:59.874320+05:30,step1_task_generator,end,1,,granite4.1:8b,6.5,51.4,14831013,248595584,57136,262922,
