timestamp_ist,step,event_type,run_count,task_name,model_name,cpu_percent,memory_percent,bytes_sent,bytes_recv,packets_sent,packets_recv,cpu_temperature_celsius
2026-06-10T17:00:38.139999+05:30,step3_validator,start,1,,qwen2.5-coder:7b-instruct-q8_0,4.6,37.7,311629671,525213561,533936,627164,
2026-06-10T17:04:34.721094+05:30,step3_validator,end,1,,qwen2.5-coder:7b-instruct-q8_0,41.1,38.1,311656987,525413253,534045,627699,
